CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Year (2),Member ID: Year (2),Notes: Year (2),DIM: Age (9),Member ID: Age (9),Notes: Age (9),DIM: Sex (3),Member ID: Sex (3),Notes: Sex (3),DIM: Income sources and taxes (16),Member ID: Income sources and taxes (16),Notes: Income sources and taxes (16),Dim: Income statistics (5A): Member ID: [1]: Total - Population aged 15 years and over,Dim: Income statistics (5A): Member ID: [2]: With an amount,Dim: Income statistics (5A): Member ID: [3]: Percentage with an amount (%),Dim: Income statistics (5A): Member ID: [4]: Average amount ($) (Note: 19),Dim: Income statistics (5A): Member ID: [5]: Aggregate amount ($'000)
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Total income,1,3,326285,320220,98.1,55958,17918767
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Market income,2,4,326285,292385,89.6,58358,17062598
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Employment income,3,5,326285,246070,75.4,55593,13679459
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,"Wages, salaries and commissions",4,6,326290,215680,66.1,58251,12563616
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Net self-employment income,5,7,326285,50545,15.5,22075,1115905
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Investment income,6,8,326290,158925,48.7,12777,2030532
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Private retirement income,7,9,326290,33685,10.3,26776,901799
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Market income not included elsewhere,8,10,326285,52600,16.1,8573,450948
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Government transfers,9,11,326290,173885,53.3,4922,855934
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,326285,4690,1.4,6875,32276
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,326290,61175,18.7,6786,415116
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,326285,19890,6.1,5524,109847
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Child benefits,13,15,326290,9380,2.9,2468,23149
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Other government transfers,14,16,326290,126085,38.6,2185,275534
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,After-tax income,15,17,326285,321085,98.4,44470,14278663
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Total - Sex,1,,Income taxes,16,18,326285,249700,76.5,14578,3640170
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Total income,1,3,156455,154760,98.9,69571,10767175
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Market income,2,4,156455,142485,91.1,72667,10353929
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Employment income,3,5,156460,124705,79.7,68216,8506816
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,"Wages, salaries and commissions",4,6,156455,107530,68.7,72255,7769628
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Net self-employment income,5,7,156455,27750,17.7,26560,737028
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Investment income,6,8,156455,74005,47.3,15272,1130227
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Private retirement income,7,9,156460,15370,9.8,32244,495754
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Market income not included elsewhere,8,10,156460,23805,15.2,9305,221509
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Government transfers,9,11,156455,77770,49.7,5311,413012
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,156460,525,0.3,6537,3432
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,156455,26110,16.7,7138,186367
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Employment Insurance (EI) benefits,12,14,156460,9065,5.8,6118,55460
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Child benefits,13,15,156460,880,0.6,3565,3137
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Other government transfers,14,16,156460,59180,37.8,2781,164575
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,After-tax income,15,17,156460,155480,99.4,53560,8327452
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Male,2,,Income taxes,16,18,156460,132300,84.6,18441,2439807
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Total income,1,3,169830,165455,97.4,43224,7151608
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Market income,2,4,169830,149900,88.3,44756,6708656
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Employment income,3,5,169830,121360,71.5,42623,5172929
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,"Wages, salaries and commissions",4,6,169830,108150,63.7,44327,4794228
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Net self-employment income,5,7,169830,22795,13.4,16617,378774
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Investment income,6,8,169830,84915,50,10602,900297
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Private retirement income,7,9,169830,18310,10.8,22184,406183
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Market income not included elsewhere,8,10,169830,28795,17,7968,229439
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Government transfers,9,11,169830,96120,56.6,4608,442920
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,169830,4165,2.5,6917,28810
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,169830,35065,20.6,6524,228748
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Employment Insurance (EI) benefits,12,14,169830,10815,6.4,5026,54359
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Child benefits,13,15,169830,8505,5,2355,20014
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Other government transfers,14,16,169830,66900,39.4,1659,110958
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,After-tax income,15,17,169830,165605,97.5,35936,5951231
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,55 to 64 years,8,,Female,3,,Income taxes,16,18,169830,117405,69.1,10225,1200429
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Total income,1,3,364855,363460,99.6,43837,15932924
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Market income,2,4,364855,293195,80.4,37612,11027679
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Employment income,3,5,364850,122250,33.5,28001,3423132
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,"Wages, salaries and commissions",4,6,364850,102005,28,29322,2991028
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Net self-employment income,5,7,364855,28635,7.8,15091,432140
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Investment income,6,8,364855,204220,56,14778,3017943
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Private retirement income,7,9,364855,202830,55.6,20670,4192506
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Market income not included elsewhere,8,10,364855,78010,21.4,5053,394170
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Government transfers,9,11,364855,353080,96.8,13893,4905201
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,364855,306505,84,8213,2517145
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,364855,306330,84,7004,2145547
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,364855,5200,1.4,5395,28054
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Child benefits,13,15,364855,515,0.1,3554,1830
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Other government transfers,14,16,364850,189740,52,1121,212626
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,After-tax income,15,17,364855,363560,99.6,36575,13297085
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Total - Sex,1,,Income taxes,16,18,364855,233650,64,11281,2635824
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Total income,1,3,169035,168465,99.7,53296,8978564
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Market income,2,4,169030,140260,83,47507,6663142
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Employment income,3,5,169035,66415,39.3,36265,2408537
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,"Wages, salaries and commissions",4,6,169035,54355,32.2,38674,2102143
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Net self-employment income,5,7,169035,17270,10.2,17744,306345
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Investment income,6,8,169035,94130,55.7,17935,1688356
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Private retirement income,7,9,169035,96685,57.2,24212,2340906
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Market income not included elsewhere,8,10,169035,35820,21.2,6298,225638
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Government transfers,9,11,169035,162455,96.1,14251,2315086
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,169035,137515,81.4,7903,1086783
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,169035,144050,85.2,7580,1091854
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Employment Insurance (EI) benefits,12,14,169035,3040,1.8,5899,17932
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Child benefits,13,15,169035,160,0.1,4030,625
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Other government transfers,14,16,169035,80750,47.8,1460,117883
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,After-tax income,15,17,169035,168560,99.7,43537,7338821
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Male,2,,Income taxes,16,18,169030,127275,75.3,12884,1639704
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Total income,1,3,195820,195000,99.6,35665,6954589
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Market income,2,4,195820,152935,78.1,28537,4364332
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Employment income,3,5,195820,55835,28.5,18172,1014615
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,"Wages, salaries and commissions",4,6,195820,47645,24.3,18654,888789
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Net self-employment income,5,7,195820,11365,5.8,11063,125784
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Investment income,6,8,195820,110080,56.2,12078,1329587
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Private retirement income,7,9,195820,106150,54.2,17444,1851697
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Market income not included elsewhere,8,10,195820,42185,21.5,3995,168559
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Government transfers,9,11,195820,190625,97.3,13587,2590116
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,195820,168990,86.3,8464,1430405
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,195820,162280,82.9,6493,1053660
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Employment Insurance (EI) benefits,12,14,195820,2155,1.1,4686,10121
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Child benefits,13,15,195820,360,0.2,3348,1205
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Other government transfers,14,16,195820,108985,55.7,869,94744
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,After-tax income,15,17,195820,194995,99.6,30556,5958465
2016,933,2,Vancouver,5.7,1,59933,2015,1,1,65 years and over,9,,Female,3,,Income taxes,16,18,195820,106375,54.3,9364,996063
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Total income,1,3,1747160,1655960,94.8,42776,70834615
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Market income,2,4,1747160,1490830,85.3,43335,64605465
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Employment income,3,5,1747160,1240200,71,44540,55238861
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,"Wages, salaries and commissions",4,6,1747160,1131205,64.7,45062,50973990
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Net self-employment income,5,7,1747160,203305,11.6,20978,4264833
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Investment income,6,8,1747160,632300,36.2,6815,4308971
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Private retirement income,7,9,1747160,182185,10.4,19851,3616636
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Market income not included elsewhere,8,10,1747160,263400,15.1,5471,1441013
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Government transfers,9,11,1747160,1030155,59,6047,6229089
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,1747160,231450,13.2,8199,1897635
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,1747160,270620,15.5,7026,1901257
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,1747160,111165,6.4,6173,686145
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Child benefits,13,15,1747160,220330,12.6,3107,684496
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Other government transfers,14,16,1747160,681400,39,1555,1059501
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,After-tax income,15,17,1747160,1655185,94.7,35418,58623592
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Total - Sex,1,,Income taxes,16,18,1747160,1085310,62.1,11251,12210983
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Total income,1,3,843905,804885,95.4,52426,42197464
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Market income,2,4,843910,734095,87,53946,39601662
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Employment income,3,5,843910,634430,75.2,54071,34304271
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,"Wages, salaries and commissions",4,6,843910,570450,67.6,54952,31347372
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Net self-employment income,5,7,843905,117195,13.9,25229,2956740
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Investment income,6,8,843905,289125,34.3,8097,2341177
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Private retirement income,7,9,843905,89905,10.7,24852,2234338
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Market income not included elsewhere,8,10,843905,119105,14.1,6061,721847
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Government transfers,9,11,843905,448820,53.2,5783,2595650
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,843905,99155,11.7,7819,775308
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,843905,121900,14.4,7836,955169
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Employment Insurance (EI) benefits,12,14,843905,43635,5.2,5423,236646
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Child benefits,13,15,843905,11695,1.4,3344,39113
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Other government transfers,14,16,843905,361165,42.8,1632,589399
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,After-tax income,15,17,843910,804400,95.3,42220,33961781
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Male,2,,Income taxes,16,18,843905,566975,67.2,14525,8235329
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Total income,1,3,903255,851070,94.2,33648,28637389
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Market income,2,4,903255,756735,83.8,33042,25003830
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Employment income,3,5,903255,605770,67.1,34559,20934618
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,"Wages, salaries and commissions",4,6,903250,560760,62.1,35000,19626595
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Net self-employment income,5,7,903255,86110,9.5,15191,1308171
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Investment income,6,8,903250,343180,38,5734,1967799
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Private retirement income,7,9,903255,92280,10.2,14979,1382205
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Market income not included elsewhere,8,10,903255,144290,16,4984,719138
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Government transfers,9,11,903255,581335,64.4,6250,3633438
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,903255,132295,14.6,8484,1122327
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,903255,148720,16.5,6362,946085
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Employment Insurance (EI) benefits,12,14,903255,67525,7.5,6657,449526
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Child benefits,13,15,903255,208640,23.1,3093,645383
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Other government transfers,14,16,903255,320235,35.5,1468,470110
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,After-tax income,15,17,903250,850790,94.2,28987,24661764
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,Total - Age,1,,Female,3,,Income taxes,16,18,903255,518330,57.4,7670,3975664
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Total income,1,3,284530,219345,77.1,13967,3063503
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Market income,2,4,284535,203965,71.7,14267,2909832
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Employment income,3,5,284530,190045,66.8,13827,2627690
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,"Wages, salaries and commissions",4,6,284530,186300,65.5,13684,2549218
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Net self-employment income,5,7,284530,9770,3.4,8032,78436
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Investment income,6,8,284530,39610,13.9,3551,140655
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Private retirement income,7,9,284530,615,0.2,6746,4183
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Market income not included elsewhere,8,10,284530,34805,12.2,3947,137387
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Government transfers,9,11,284530,139520,49,1101,153639
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,284535,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,284535,4060,1.4,2675,10859
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,284530,7755,2.7,4042,31327
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Child benefits,13,15,284535,4410,1.5,3388,14957
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Other government transfers,14,16,284535,134485,47.3,718,96496
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,After-tax income,15,17,284535,219065,77,13067,2862468
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Total - Sex,1,,Income taxes,16,18,284530,69975,24.6,2873,201016
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Total income,1,3,144610,111530,77.1,14986,1671511
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Market income,2,4,144610,103475,71.6,15453,1598952
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Employment income,3,5,144615,96055,66.4,15206,1460518
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,"Wages, salaries and commissions",4,6,144615,93730,64.8,15022,1408013
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Net self-employment income,5,7,144610,5730,4,9162,52497
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Investment income,6,8,144615,19820,13.7,3387,67131
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Private retirement income,7,9,144610,440,0.3,7393,3253
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Market income not included elsewhere,8,10,144615,16885,11.7,4031,68049
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Government transfers,9,11,144610,70910,49,1022,72501
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,144610,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,144615,1805,1.2,2804,5060
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Employment Insurance (EI) benefits,12,14,144615,4435,3.1,3727,16528
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Child benefits,13,15,144615,425,0.3,3907,1661
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Other government transfers,14,16,144615,69190,47.8,712,49266
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,After-tax income,15,17,144610,111375,77,13859,1543571
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Male,2,,Income taxes,16,18,144610,39205,27.1,3263,127937
