TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2020,3,26,5,0,63XX FRASER ST,Sunset,493400.1631,5452704.719
Break and Enter Commercial,2020,8,12,23,45,63XX WEST BLVD,Kerrisdale,488653.6952,5452892.057
Break and Enter Commercial,2020,8,25,22,20,64XX CHESTER ST,Sunset,493486.5722,5452554.752
Break and Enter Commercial,2020,4,20,9,11,64XX FRASER ST,Sunset,493389.9674,5452622.178
Break and Enter Commercial,2020,6,17,0,54,64XX VICTORIA DR,Victoria-Fraserview,495211.5413,5452622.314
Break and Enter Commercial,2020,8,15,5,45,64XX VICTORIA DR,Victoria-Fraserview,495211.5413,5452622.314
Break and Enter Commercial,2020,10,28,5,0,64XX VIVIAN ST,Victoria-Fraserview,496331.7908,5452490.76
Break and Enter Commercial,2020,9,12,6,29,65XX VICTORIA DR,Victoria-Fraserview,495214.6559,5452442.04
Break and Enter Commercial,2020,4,29,1,0,69XX CAMBIE ST,Oakridge,491490.0783,5452122.012
Break and Enter Commercial,2020,5,17,12,0,6X W 69TH AVE,Marpole,492137.8741,5450752.272
Break and Enter Commercial,2020,3,21,18,0,6X W BROADWAY AVE,Mount Pleasant,492273.2442,5456697.967
Break and Enter Commercial,2020,10,21,13,48,6X W BROADWAY AVE,Mount Pleasant,492273.2442,5456697.967
Break and Enter Commercial,2020,3,23,5,16,6X W CORDOVA ST,Central Business District,492301.0188,5458898.01
Break and Enter Commercial,2020,3,13,6,37,6XX ALEXANDER ST,Strathcona,493362.2884,5459029.699
Break and Enter Commercial,2020,3,31,15,19,6XX ALEXANDER ST,Strathcona,493467.6694,5459017.205
Break and Enter Commercial,2020,4,28,2,6,6XX ALEXANDER ST,Strathcona,493467.6694,5459017.205
Break and Enter Commercial,2020,9,24,2,30,6XX CAMBIE ST,Central Business District,491768.6201,5458527.938
Break and Enter Commercial,2020,4,30,8,44,6XX CAMBIE ST,Central Business District,491821.5648,5458582.676
Break and Enter Commercial,2020,4,25,10,58,6XX DAVIE ST,Central Business District,490842.8923,5458259.063
Break and Enter Commercial,2020,3,30,2,43,6XX DAVIE ST,Central Business District,490875.5516,5458213.534
Break and Enter Commercial,2020,4,11,8,0,6XX DENMAN ST,West End,490235.9762,5459961.63
Break and Enter Commercial,2020,4,5,18,30,6XX E 6TH AVE,Mount Pleasant,493411.6206,5456951.089
Break and Enter Commercial,2020,3,29,22,0,6XX E 7TH AVE,Mount Pleasant,493442.5004,5456841.133
Break and Enter Commercial,2020,6,4,11,23,6XX E 8TH AVE,Mount Pleasant,493459.0298,5456748.766
Break and Enter Commercial,2020,10,1,4,45,6XX E BROADWAY AVE,Mount Pleasant,493400.7434,5456644.605
Break and Enter Commercial,2020,10,4,5,0,6XX E BROADWAY AVE,Mount Pleasant,493420.0038,5456635.312
Break and Enter Commercial,2020,10,5,10,6,6XX E BROADWAY AVE,Mount Pleasant,493420.0038,5456635.312
Break and Enter Commercial,2020,6,25,19,46,6XX E CORDOVA ST,Strathcona,493376.756,5458818.782
Break and Enter Commercial,2020,7,17,4,39,6XX E CORDOVA ST,Strathcona,493376.756,5458818.782
Break and Enter Commercial,2020,7,7,18,34,6XX E CORDOVA ST,Strathcona,493378.6408,5458818.724
Break and Enter Commercial,2020,10,8,14,15,6XX E CORDOVA ST,Strathcona,493458.6161,5458825.394
Break and Enter Commercial,2020,10,18,15,44,6XX E CORDOVA ST,Strathcona,493458.6161,5458825.394
Break and Enter Commercial,2020,6,8,0,40,6XX E HASTINGS ST,Strathcona,493401.3157,5458722.991
Break and Enter Commercial,2020,5,25,8,50,6XX E HASTINGS ST,Strathcona,493416.5869,5458713.436
Break and Enter Commercial,2020,3,31,11,45,6XX E KENT AVE S,Sunset,493300.4157,5450560.818
Break and Enter Commercial,2020,9,16,19,0,6XX FAIRCHILD RD,Oakridge,491284.4377,5453101.229
Break and Enter Commercial,2020,3,19,22,53,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
Break and Enter Commercial,2020,5,24,3,12,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
Break and Enter Commercial,2020,7,2,5,41,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
Break and Enter Commercial,2020,7,13,5,4,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.406
Break and Enter Commercial,2020,4,5,6,30,6XX JERVIS ST,Central Business District,490844.2319,5459562.09
Break and Enter Commercial,2020,4,5,19,30,6XX JERVIS ST,Central Business District,490844.2319,5459562.09
Break and Enter Commercial,2020,4,7,1,0,6XX JERVIS ST,Central Business District,490844.2319,5459562.09
Break and Enter Commercial,2020,4,20,8,10,6XX MAIN ST,Central Business District,492740.5924,5458503.761
Break and Enter Commercial,2020,4,12,5,49,6XX MAIN ST,Central Business District,492740.8042,5458512.05
Break and Enter Commercial,2020,5,29,0,0,6XX MOBERLY RD,Fairview,491330.713,5457111.063
Break and Enter Commercial,2020,4,11,20,57,6XX MOBERLY RD,Fairview,491419.0947,5457320.951
Break and Enter Commercial,2020,10,2,11,29,6XX PIPELINE RD,Stanley Park,490126.115,5460860.546
Break and Enter Commercial,2020,11,4,0,53,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68
Break and Enter Commercial,2020,7,12,4,39,6XX ROBSON ST,Central Business District,491304.9847,5458729.632
Break and Enter Commercial,2020,7,19,8,41,6XX ROBSON ST,Central Business District,491304.9847,5458729.632
Break and Enter Commercial,2020,7,26,4,2,6XX ROBSON ST,Central Business District,491304.9847,5458729.632
Break and Enter Commercial,2020,9,16,3,45,6XX ROBSON ST,Central Business District,491343.0075,5458692.638
Break and Enter Commercial,2020,3,24,15,25,6XX ROBSON ST,Central Business District,491356.587,5458679.426
Break and Enter Commercial,2020,3,25,1,39,6XX SEYMOUR ST,Central Business District,491548.9445,5458855.102
Break and Enter Commercial,2020,7,28,21,10,6XX SEYMOUR ST,Central Business District,491583.6154,5458890.244
Break and Enter Commercial,2020,3,29,7,20,6XX SMITHE ST,Central Business District,491187.9073,5458601.339
Break and Enter Commercial,2020,6,11,4,26,6XX STAMPS LAND,Fairview,491400.7943,5457335.346
Break and Enter Commercial,2020,9,13,0,0,6XX SW MARINE DR,Marpole,491173.8714,5450623.942
Break and Enter Commercial,2020,9,7,0,0,6XX VICTORIA DR,Grandview-Woodland,495223.6307,5458448.125
Break and Enter Commercial,2020,9,27,20,15,6XX W 17TH AVE,South Cambie,491292.3775,5455927.789
Break and Enter Commercial,2020,9,21,7,15,6XX W 41ST AVE,South Cambie,491296.8361,5453450.206
Break and Enter Commercial,2020,7,9,23,0,6XX W 7TH AVE,Fairview,491364.5597,5456931.046
Break and Enter Commercial,2020,6,14,5,44,6XX W 7TH AVE,Fairview,491402.6961,5456929.761
Break and Enter Commercial,2020,5,10,5,52,6XX W 8TH AVE,Fairview,491445.2477,5456826.006
Break and Enter Commercial,2020,9,28,10,35,6XX W BROADWAY AVE,Fairview,491317.1295,5456726.803
Break and Enter Commercial,2020,8,14,5,20,6XX W BROADWAY AVE,Fairview,491431.3284,5456723.36
Break and Enter Commercial,2020,6,23,1,7,6XX W GEORGIA ST,Central Business District,491440.5285,5458826.094
Break and Enter Commercial,2020,4,4,22,52,6XX W HASTINGS ST,Central Business District,491780.3731,5459126.347
Break and Enter Commercial,2020,5,23,19,55,6XX W HASTINGS ST,Central Business District,491780.3731,5459126.347
Break and Enter Commercial,2020,7,22,2,3,6XX W HASTINGS ST,Central Business District,491780.3731,5459126.347
Break and Enter Commercial,2020,3,30,3,2,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,4,2,0,45,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,4,12,12,26,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,6,20,1,23,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,8,22,1,53,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,9,26,0,53,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,10,26,19,14,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.437
Break and Enter Commercial,2020,5,14,0,0,6XX W KING EDWARD AVE,South Cambie,491333.1792,5455161.221
Break and Enter Commercial,2020,8,23,0,0,6XX W KING EDWARD AVE,South Cambie,491333.1792,5455161.221
Break and Enter Commercial,2020,4,9,19,0,6XX W PENDER ST,Central Business District,491706.6445,5459043.89
Break and Enter Commercial,2020,8,18,2,45,6XX W PENDER ST,Central Business District,491715.6678,5459047.919
Break and Enter Commercial,2020,8,4,11,47,71XX VICTORIA DR,Victoria-Fraserview,495196.1434,5451821.506
Break and Enter Commercial,2020,8,19,2,28,71XX VICTORIA DR,Victoria-Fraserview,495196.1434,5451821.506
Break and Enter Commercial,2020,5,1,15,0,72XX ADERA ST,Kerrisdale,489533.503,5451924.322
Break and Enter Commercial,2020,5,5,22,45,72XX ADERA ST,Kerrisdale,489533.503,5451924.322
Break and Enter Commercial,2020,6,6,0,0,73XX BLENHEIM ST,Kerrisdale,486961.7367,5451860.613
Break and Enter Commercial,2020,3,24,0,30,73XX GRANVILLE ST,Marpole,489790.7734,5451841.304
Break and Enter Commercial,2020,4,11,5,56,77XX CAMBIE ST,Marpole,491467.2204,5451294.878
Break and Enter Commercial,2020,3,29,5,12,77XX CHAMPLAIN CRES,Killarney,497801.0848,5451396.959
Break and Enter Commercial,2020,6,28,22,0,77XX CHAMPLAIN CRES,Killarney,497801.0848,5451396.959
Break and Enter Commercial,2020,3,11,8,27,7X E BROADWAY AVE,Mount Pleasant,492473.7559,5456700.272
Break and Enter Commercial,2020,9,27,23,38,7X E BROADWAY AVE,Mount Pleasant,492473.7559,5456700.272
Break and Enter Commercial,2020,4,9,0,3,7X E PENDER ST,Central Business District,492520.1899,5458634.148
Break and Enter Commercial,2020,3,17,13,41,7X W HASTINGS ST,Central Business District,492259.0368,5458790.564
Break and Enter Commercial,2020,9,5,20,50,7XX ALEXANDER ST,Strathcona,493598.13,5459007.149
Break and Enter Commercial,2020,4,1,22,54,7XX BEATTY ST,Central Business District,491734.3421,5458350.955
Break and Enter Commercial,2020,8,16,17,40,7XX BEATTY ST,Central Business District,491789.2839,5458405.893
Break and Enter Commercial,2020,10,6,8,52,7XX BROUGHTON ST,West End,490605.841,5459517.704
Break and Enter Commercial,2020,3,20,3,30,7XX BURRARD ST,West End,491107.1134,5458998.836
Break and Enter Commercial,2020,5,9,9,8,7XX BURRARD ST,West End,491107.1134,5458998.836
Break and Enter Commercial,2020,7,25,19,0,7XX BUTE ST,West End,490796.1125,5459280.55
Break and Enter Commercial,2020,4,23,2,31,7XX CAMBIE ST,Central Business District,491688.243,5458433.876
Break and Enter Commercial,2020,4,22,4,35,7XX CHILCO ST,West End,490009.406,5460144.597
Break and Enter Commercial,2020,10,15,21,48,7XX CHILCO ST,West End,490015.3249,5460150.416
Break and Enter Commercial,2020,7,16,7,25,7XX DENMAN ST,West End,490164.5582,5459890.108
Break and Enter Commercial,2020,3,23,12,3,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Break and Enter Commercial,2020,5,6,20,6,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Break and Enter Commercial,2020,4,8,10,29,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.2194,5454980.639
Break and Enter Commercial,2020,4,27,1,0,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.2194,5454980.639
Break and Enter Commercial,2020,9,15,23,0,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.2194,5454980.639
Break and Enter Commercial,2020,4,16,4,5,7XX E 39TH AVE,Kensington-Cedar Cottage,493432.3401,5453562.461
Break and Enter Commercial,2020,3,29,1,15,7XX E 57TH AVE,Sunset,493393.264,5451719.848
Break and Enter Commercial,2020,3,29,0,0,7XX E 58TH AVE,Sunset,493389.9259,5451631.985
Break and Enter Commercial,2020,4,4,16,9,7XX E BROADWAY AVE,Mount Pleasant,493568.6747,5456634.006
Break and Enter Commercial,2020,5,25,3,31,7XX E BROADWAY AVE,Mount Pleasant,493602.601,5456642.792
Break and Enter Commercial,2020,10,12,5,44,7XX E HASTINGS ST,Strathcona,493493.7805,5458720.413
Break and Enter Commercial,2020,9,19,5,50,7XX E HASTINGS ST,Strathcona,493513.6104,5458719.468
Break and Enter Commercial,2020,9,19,6,33,7XX E HASTINGS ST,Strathcona,493536.7453,5458718.366
Break and Enter Commercial,2020,5,29,0,0,7XX E HASTINGS ST,Strathcona,493572.7356,5458707.498
Break and Enter Commercial,2020,3,20,19,24,7XX E HASTINGS ST,Strathcona,493586.3201,5458716.005
Break and Enter Commercial,2020,3,20,17,0,7XX GORE AVE,Strathcona,492938.3719,5458383.206
Break and Enter Commercial,2020,7,30,4,29,7XX GRANVILLE ST,Central Business District,491301.9801,5458751.557
Break and Enter Commercial,2020,6,1,3,2,7XX GRANVILLE ST,Central Business District,491323.3039,5458773.011
Break and Enter Commercial,2020,10,23,5,38,7XX GRANVILLE ST,Central Business District,491373.8915,5458823.908
Break and Enter Commercial,2020,5,18,5,38,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.561
Break and Enter Commercial,2020,11,1,1,2,7XX HAMILTON ST,Central Business District,491686.9924,5458572.776
Break and Enter Commercial,2020,3,22,1,0,7XX HEATLEY AVE,Strathcona,493481.7294,5458356.235
Break and Enter Commercial,2020,6,5,13,6,7XX HELMCKEN ST,Central Business District,490876.6062,5458455.237
Break and Enter Commercial,2020,3,31,3,34,7XX HOMER ST,Central Business District,491618.129,5458643.891
Break and Enter Commercial,2020,7,14,7,30,7XX HORNBY ST,Central Business District,491171.9882,5458918.154
Break and Enter Commercial,2020,10,11,14,53,7XX JERVIS ST,West End,490661.1763,5459384.572
Break and Enter Commercial,2020,5,18,10,38,7XX JERVIS ST,West End,490667.7605,5459378.227
Break and Enter Commercial,2020,10,10,1,45,7XX JERVIS ST,West End,490697.989,5459409.595
Break and Enter Commercial,2020,6,17,16,12,7XX MAIN ST,Central Business District,492738.5308,5458426.065
Break and Enter Commercial,2020,9,24,13,4,7XX MAIN ST,Central Business District,492738.5908,5458427.15
Break and Enter Commercial,2020,5,11,5,58,7XX NATIONAL AVE,Strathcona,493654.4629,5457775.949
Break and Enter Commercial,2020,5,11,2,8,7XX NELSON ST,Central Business District,490990.753,5458561.154
Break and Enter Commercial,2020,4,3,2,0,7XX NELSON ST,Central Business District,491028.078,5458523.518
Break and Enter Commercial,2020,10,15,12,9,7XX NELSON ST,Central Business District,491028.078,5458523.518
Break and Enter Commercial,2020,10,1,0,0,7XX NICOLA ST,West End,490475.6562,5459570.677
Break and Enter Commercial,2020,8,19,6,55,7XX PACIFIC BLVD,Central Business District,492005.8692,5458173.621
Break and Enter Commercial,2020,6,6,2,44,7XX PACIFIC ST,Central Business District,490566.7631,5458042.616
Break and Enter Commercial,2020,10,5,1,49,7XX PACIFIC ST,Central Business District,490566.7631,5458042.616
Break and Enter Commercial,2020,3,14,18,0,7XX POWELL ST,Strathcona,493639.4567,5458911.153
Break and Enter Commercial,2020,5,19,21,45,7XX PRINCESS AVE,Strathcona,493332.0912,5458392.214
Break and Enter Commercial,2020,4,13,18,41,7XX RICHARDS ST,Central Business District,491447.6828,5458615.812
Break and Enter Commercial,2020,4,18,19,0,7XX RICHARDS ST,Central Business District,491447.6828,5458615.812
Break and Enter Commercial,2020,10,2,21,30,7XX RICHARDS ST,Central Business District,491447.6828,5458615.812
Break and Enter Commercial,2020,3,21,18,0,7XX ROBSON ST,Central Business District,491218.3872,5458814.035
Break and Enter Commercial,2020,3,23,2,14,7XX ROBSON ST,Central Business District,491218.3872,5458814.035
Break and Enter Commercial,2020,5,3,5,45,7XX ROBSON ST,Central Business District,491218.3872,5458814.035
Break and Enter Commercial,2020,6,22,3,34,7XX ROBSON ST,Central Business District,491218.8365,5458800.826
Break and Enter Commercial,2020,7,6,4,39,7XX ROBSON ST,Central Business District,491218.8365,5458800.826
Break and Enter Commercial,2020,5,25,1,8,7XX ROBSON ST,Central Business District,491265.3004,5458755.521
Break and Enter Commercial,2020,9,9,10,10,7XX SE MARINE DR,Sunset,493418.9448,5450929.408
Break and Enter Commercial,2020,10,13,9,18,7XX SE MARINE DR,Sunset,493418.9448,5450929.408
Break and Enter Commercial,2020,8,7,15,30,7XX SEYMOUR ST,Central Business District,491408.8549,5458726.129
Break and Enter Commercial,2020,9,15,21,30,7XX SEYMOUR ST,Central Business District,491408.8549,5458726.129
Break and Enter Commercial,2020,3,23,21,0,7XX SMITHE ST,Central Business District,491152.8278,5458637.236
Break and Enter Commercial,2020,9,10,4,7,7XX SW MARINE DR,Marpole,490974.9361,5450497.729
Break and Enter Commercial,2020,4,3,15,1,7XX THURLOW ST,West End,490939.7307,5459114.487
Break and Enter Commercial,2020,7,14,1,21,7XX THURLOW ST,West End,490967.1495,5459154.923
Break and Enter Commercial,2020,7,3,4,38,7XX THURLOW ST,West End,490970.3592,5459145.193
Break and Enter Commercial,2020,9,5,5,0,7XX W 6TH AVE,Fairview,491210.0644,5457014.673
Break and Enter Commercial,2020,6,25,2,48,7XX W 7TH AVE,Fairview,491176.5575,5456935.604
Break and Enter Commercial,2020,6,11,21,0,7XX W 7TH AVE,Fairview,491236.7442,5456925.43
Break and Enter Commercial,2020,3,21,22,0,7XX W 8TH AVE,Fairview,491148.7337,5456841.416
Break and Enter Commercial,2020,7,10,13,30,7XX W 8TH AVE,Fairview,491253.9049,5456839.981
Break and Enter Commercial,2020,5,29,0,0,7XX W BROADWAY AVE,Fairview,491172.2681,5456739.208
Break and Enter Commercial,2020,8,5,3,15,7XX W BROADWAY AVE,Fairview,491205.4662,5456729.413
Break and Enter Commercial,2020,8,5,3,15,7XX W BROADWAY AVE,Fairview,491210.8386,5456729.308
Break and Enter Commercial,2020,9,14,1,20,7XX W BROADWAY AVE,Fairview,491262.0542,5456737.453
Break and Enter Commercial,2020,7,4,15,0,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.331
Break and Enter Commercial,2020,8,20,7,58,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.331
Break and Enter Commercial,2020,4,8,1,4,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,5,1,6,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,5,13,4,28,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,6,6,6,56,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,6,28,2,25,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,10,9,12,16,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,10,22,9,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Break and Enter Commercial,2020,4,26,5,28,7XX W PENDER ST,Central Business District,491641.0327,5459106.519
Break and Enter Commercial,2020,3,24,2,15,81XX CAMBIE ST,Marpole,491457.4096,5450844.625
Break and Enter Commercial,2020,9,7,2,50,81XX CAMBIE ST,Marpole,491457.4096,5450844.625
Break and Enter Commercial,2020,3,24,2,0,81XX GRANVILLE ST,Marpole,489777.9006,5451017.111
Break and Enter Commercial,2020,6,28,19,0,81XX MANITOBA ST,Marpole,491989.2004,5450914.479
Break and Enter Commercial,2020,4,11,5,34,81XX ONTARIO ST,Marpole,492228.3907,5450918.671
Break and Enter Commercial,2020,3,19,3,0,82XX FRENCH ST,Marpole,489862.3806,5450925.26
Break and Enter Commercial,2020,3,24,0,0,82XX GRANVILLE ST,Marpole,489776.8549,5450975.133
Break and Enter Commercial,2020,8,31,3,0,82XX LORD ST,Marpole,491373.3673,5450802.671
Break and Enter Commercial,2020,9,17,4,45,82XX MANITOBA ST,Marpole,491984.6752,5450805.506
Break and Enter Commercial,2020,10,19,16,30,83XX MAIN ST,Sunset,492541.2422,5450703.317
Break and Enter Commercial,2020,10,29,6,16,84XX GRANVILLE ST,Marpole,489771.4116,5450760.474
Break and Enter Commercial,2020,4,11,4,0,84XX ONTARIO ST,Sunset,492228.9428,5450672.77
Break and Enter Commercial,2020,7,24,0,55,84XX SASKATCHEWAN LANE,Marpole,489707.5924,5450670.171
Break and Enter Commercial,2020,10,15,13,26,84XX SASKATCHEWAN LANE,Marpole,489707.5924,5450670.171
Break and Enter Commercial,2020,10,10,4,45,85XX JELLICOE ST,Killarney,496530.7268,5450328.746
Break and Enter Commercial,2020,4,4,22,37,85XX RIVER DISTRICT CRSS,Killarney,497749.3867,5450383.43
Break and Enter Commercial,2020,4,8,4,0,85XX RIVERGRASS DR,Killarney,497937.9174,5450250.855
Break and Enter Commercial,2020,5,6,2,14,85XX RIVERGRASS DR,Killarney,497937.9174,5450250.855
Break and Enter Commercial,2020,4,9,0,0,85XX SELKIRK ST,Marpole,490308.1087,5450671.747
Break and Enter Commercial,2020,10,23,0,0,85XX SHAUGHNESSY ST,Marpole,490610.5357,5450660.215
Break and Enter Commercial,2020,8,29,21,0,85XX YUKON ST,Marpole,491610.5747,5450544.357
Break and Enter Commercial,2020,10,24,6,3,86XX GRANVILLE ST,Marpole,489766.8409,5450579.455
Break and Enter Commercial,2020,6,7,6,30,86XX LOGAN ST,Marpole,490889.7574,5450555.424
Break and Enter Commercial,2020,3,12,10,3,86XX MAIN ST,Sunset,492534.5866,5450459.146
Break and Enter Commercial,2020,9,30,23,30,87XX GRANVILLE ST,Marpole,489761.9771,5450386.126
Break and Enter Commercial,2020,10,4,11,7,87XX GRANVILLE ST,Marpole,489761.9771,5450386.126
Break and Enter Commercial,2020,6,5,5,30,88XX LAUREL ST,Marpole,490883.3392,5450295.318
Break and Enter Commercial,2020,6,25,5,32,88XX LAUREL ST,Marpole,490883.3392,5450295.318
Break and Enter Commercial,2020,4,10,18,0,88XX LAUREL ST,Marpole,490923.8822,5450230.707
Break and Enter Commercial,2020,6,14,2,0,88XX LAUREL ST,Marpole,490923.8822,5450230.707
Break and Enter Commercial,2020,6,8,9,45,88XX OSLER ST,Marpole,490398.1271,5450230.437
Break and Enter Commercial,2020,6,2,23,29,89XX STANLEY PARK DR,Stanley Park,489232.1268,5460019.457
Break and Enter Commercial,2020,8,22,0,0,8X EXPO BLVD,Central Business District,492192.3345,5458427.789
Break and Enter Commercial,2020,5,26,6,55,8X KEEFER PL,Central Business District,492199.602,5458544.351
Break and Enter Commercial,2020,5,4,3,0,8X NELSON ST,Central Business District,491569.1713,5458021.678
Break and Enter Commercial,2020,5,5,0,0,8X NELSON ST,Central Business District,491569.1713,5458021.678
Break and Enter Commercial,2020,4,13,0,0,8X NELSON ST,Central Business District,491570.7712,5458020.084
Break and Enter Commercial,2020,4,30,13,30,8X NELSON ST,Central Business District,491570.7712,5458020.084
Break and Enter Commercial,2020,4,16,1,22,8X PACIFIC BLVD,Central Business District,492266.4699,5458261.684
Break and Enter Commercial,2020,5,18,13,0,8X PACIFIC BLVD,Central Business District,492266.4699,5458261.684
Break and Enter Commercial,2020,10,2,19,15,8X PACIFIC BLVD,Central Business District,492272.4827,5458261.479
Break and Enter Commercial,2020,3,20,15,0,8X W BROADWAY AVE,Mount Pleasant,492247.2426,5456698.702
Break and Enter Commercial,2020,3,28,3,22,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Break and Enter Commercial,2020,3,23,5,0,8XX BEATTY ST,Central Business District,491645.6542,5458249.792
Break and Enter Commercial,2020,10,12,12,7,8XX BEATTY ST,Central Business District,491699.5517,5458303.331
Break and Enter Commercial,2020,9,9,13,39,8XX BROUGHTON ST,West End,490491.6052,5459404.853
Break and Enter Commercial,2020,4,13,1,17,8XX BURRARD ST,West End,491012.1029,5458904.908
Break and Enter Commercial,2020,7,12,5,7,8XX BURRARD ST,West End,491046.7515,5458939.371
Break and Enter Commercial,2020,9,18,3,44,8XX CAMBIE ST,Central Business District,491535.2237,5458295.814
Break and Enter Commercial,2020,10,18,2,5,8XX CAMBIE ST,Central Business District,491535.2237,5458295.814
Break and Enter Commercial,2020,10,28,1,42,8XX CAMBIE ST,Central Business District,491535.2237,5458295.814
Break and Enter Commercial,2020,11,3,7,30,8XX CAMBIE ST,Central Business District,491535.2237,5458295.814
Break and Enter Commercial,2020,3,21,10,5,8XX CAMBIE ST,Central Business District,491569.3725,5458329.188
Break and Enter Commercial,2020,4,10,20,0,8XX CAMBIE ST,Central Business District,491607.4316,5458366.383
Break and Enter Commercial,2020,5,17,2,0,8XX CAMBIE ST,Central Business District,491607.4316,5458366.383
Break and Enter Commercial,2020,6,24,16,0,8XX CAMBIE ST,Central Business District,491607.4316,5458366.383
Break and Enter Commercial,2020,4,6,19,0,8XX DENMAN ST,West End,490101.6012,5459826.232
Break and Enter Commercial,2020,4,16,0,0,8XX DUNSMUIR ST,Central Business District,491409.2304,5459124.933
Break and Enter Commercial,2020,10,10,18,44,8XX E 6TH AVE,Mount Pleasant,493667.932,5456946.137
Break and Enter Commercial,2020,4,8,0,0,8XX E BROADWAY AVE,Mount Pleasant,493678.941,5456641.944
Break and Enter Commercial,2020,9,23,13,54,8XX E BROADWAY AVE,Mount Pleasant,493732.8898,5456641.278
Break and Enter Commercial,2020,10,10,2,27,8XX E HASTINGS ST,Strathcona,493713.3534,5458701.597
Break and Enter Commercial,2020,10,17,21,0,8XX E HASTINGS ST,Strathcona,493784.4676,5458699.283
Break and Enter Commercial,2020,4,13,22,45,8XX E PENDER ST,Strathcona,493686.1485,5458607.583
Break and Enter Commercial,2020,3,25,5,5,8XX EVANS AVE,Strathcona,493776.5799,5457636.568
Break and Enter Commercial,2020,4,8,13,35,8XX EVANS AVE,Strathcona,493795.7505,5457631.695
Break and Enter Commercial,2020,4,17,2,30,8XX GRANVILLE ST,Central Business District,491179.9241,5458628.611
Break and Enter Commercial,2020,4,7,8,6,8XX GRANVILLE ST,Central Business District,491190.4804,5458639.245
Break and Enter Commercial,2020,10,16,6,27,8XX GRANVILLE ST,Central Business District,491211.5929,5458660.515
Break and Enter Commercial,2020,4,2,11,3,8XX GRANVILLE ST,Central Business District,491219.882,5458681.846
Break and Enter Commercial,2020,4,21,6,42,8XX GRANVILLE ST,Central Business District,491219.882,5458681.846
Break and Enter Commercial,2020,7,20,6,31,8XX GRANVILLE ST,Central Business District,491219.882,5458681.846
Break and Enter Commercial,2020,7,22,20,0,8XX GRANVILLE ST,Central Business District,491220.038,5458669.023
Break and Enter Commercial,2020,5,31,7,12,8XX GRANVILLE ST,Central Business District,491223.9322,5458672.946
Break and Enter Commercial,2020,10,21,1,20,8XX GRANVILLE ST,Central Business District,491228.483,5458677.531
Break and Enter Commercial,2020,7,22,5,42,8XX GRANVILLE ST,Central Business District,491248.1882,5458697.382
Break and Enter Commercial,2020,8,2,7,30,8XX GRANVILLE ST,Central Business District,491249.4397,5458711.623
Break and Enter Commercial,2020,7,30,22,0,8XX GRANVILLE ST,Central Business District,491253.6622,5458715.877
Break and Enter Commercial,2020,7,3,0,26,8XX GREAT NORTHERN WAY,Strathcona,493813.9139,5457025.818
Break and Enter Commercial,2020,10,25,12,47,8XX HAMILTON ST,Central Business District,491470.4421,5458367.782
Break and Enter Commercial,2020,10,6,5,55,8XX HAMILTON ST,Central Business District,491488.6423,5458386.597
Break and Enter Commercial,2020,3,22,8,0,8XX HOMER ST,Central Business District,491404.1965,5458428.98
Break and Enter Commercial,2020,8,13,0,0,8XX HOMER ST,Central Business District,491404.1965,5458428.98
Break and Enter Commercial,2020,9,6,3,20,8XX HOMER ST,Central Business District,491404.1965,5458428.98
